behavior_type,data_id,decoded_params,init_id,parameters,route_id,safebench_scenario_name,scenario_id,scenario_name,scene_id,seed,template_name
speed_oscillation,13,"{""behavior_type"": ""speed_oscillation"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 14.892421806952154, ""front_offset"": 30.824291548249313, ""oscillation_amplitude"": 2.7403416826419322, ""oscillation_base_speed"": 10.727559159211472, ""oscillation_period"": 2.4071961224762983, ""template_name"": ""straight_follow"", ""trigger_distance"": 19.16216157084108}",3,3.pth,1,DynamicObjectCrossing,1,scenario_01,14,101672,straight_follow
speed_oscillation,14,"{""behavior_type"": ""speed_oscillation"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 11.95999002314828, ""front_offset"": 29.568317759076535, ""oscillation_amplitude"": 3.0836586798362697, ""oscillation_base_speed"": 10.312932862935671, ""oscillation_period"": 2.4942111278864405, ""template_name"": ""straight_follow"", ""trigger_distance"": 19.50115821591833}",4,4.pth,1,DynamicObjectCrossing,1,scenario_01,15,101673,straight_follow
speed_oscillation,15,"{""behavior_type"": ""speed_oscillation"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 13.51748722524118, ""front_offset"": 34.16485913328108, ""oscillation_amplitude"": 2.8943052117958743, ""oscillation_base_speed"": 7.841032774783143, ""oscillation_period"": 2.978066089718523, ""template_name"": ""straight_follow"", ""trigger_distance"": 15.740419101486527}",5,5.pth,1,DynamicObjectCrossing,1,scenario_01,16,101674,straight_follow
speed_oscillation,16,"{""behavior_type"": ""speed_oscillation"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 10.407714911765492, ""front_offset"": 33.19980235756913, ""oscillation_amplitude"": 2.513438831475436, ""oscillation_base_speed"": 7.763845122487942, ""oscillation_period"": 2.231424834984351, ""template_name"": ""straight_follow"", ""trigger_distance"": 18.824924970458618}",6,6.pth,1,DynamicObjectCrossing,1,scenario_01,17,101675,straight_follow
speed_oscillation,17,"{""behavior_type"": ""speed_oscillation"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 15.147464150229654, ""front_offset"": 33.24324479999003, ""oscillation_amplitude"": 3.5106282551904044, ""oscillation_base_speed"": 10.537627192429342, ""oscillation_period"": 3.0300668374805975, ""template_name"": ""straight_follow"", ""trigger_distance"": 17.05512729659219}",7,7.pth,1,DynamicObjectCrossing,1,scenario_01,18,101676,straight_follow
speed_oscillation,18,"{""behavior_type"": ""speed_oscillation"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 12.669479601512236, ""front_offset"": 35.75512012200707, ""oscillation_amplitude"": 3.8727568451388454, ""oscillation_base_speed"": 9.642878162928074, ""oscillation_period"": 3.3044676227323944, ""template_name"": ""straight_follow"", ""trigger_distance"": 13.771684810540961}",8,8.pth,1,DynamicObjectCrossing,1,scenario_01,19,101677,straight_follow
speed_oscillation,19,"{""behavior_type"": ""speed_oscillation"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 12.213553372438902, ""front_offset"": 34.59591107434168, ""oscillation_amplitude"": 4.36717208374123, ""oscillation_base_speed"": 11.040344336871414, ""oscillation_period"": 3.565077457509711, ""template_name"": ""straight_follow"", ""trigger_distance"": 16.12540434271995}",9,9.pth,1,DynamicObjectCrossing,1,scenario_01,20,101678,straight_follow
hard_brake,20,"{""behavior_type"": ""hard_brake"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 14.67686527018921, ""front_offset"": 30.88324588928567, ""hard_brake_duration"": 1.1641501206732048, ""hard_brake_strength"": 0.9241870037680305, ""recovery_speed"": 3.4064654763842586, ""template_name"": ""straight_follow"", ""trigger_distance"": 20.715122232616263}",0,0.pth,2,DynamicObjectCrossing,1,scenario_01,21,102669,straight_follow
hard_brake,21,"{""behavior_type"": ""hard_brake"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 16.40096441078162, ""front_offset"": 27.203823756570127, ""hard_brake_duration"": 1.2351952736007172, ""hard_brake_strength"": 0.9143056457305413, ""recovery_speed"": 4.931693792359905, ""template_name"": ""straight_follow"", ""trigger_distance"": 16.375667328416633}",1,1.pth,2,DynamicObjectCrossing,1,scenario_01,22,102670,straight_follow
hard_brake,22,"{""behavior_type"": ""hard_brake"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 11.838358434420368, ""front_offset"": 31.956285778843515, ""hard_brake_duration"": 1.0666996118505374, ""hard_brake_strength"": 0.8298401738212999, ""recovery_speed"": 4.378604456293454, ""template_name"": ""straight_follow"", ""trigger_distance"": 18.774441009978855}",2,2.pth,2,DynamicObjectCrossing,1,scenario_01,23,102671,straight_follow
hard_brake,23,"{""behavior_type"": ""hard_brake"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 13.56547392308552, ""front_offset"": 28.411884124229193, ""hard_brake_duration"": 1.733839193623828, ""hard_brake_strength"": 0.8446985596707716, ""recovery_speed"": 3.226126358417764, ""template_name"": ""straight_follow"", ""trigger_distance"": 15.250698656031975}",3,3.pth,2,DynamicObjectCrossing,1,scenario_01,24,102672,straight_follow
hard_brake,24,"{""behavior_type"": ""hard_brake"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 11.52027904789106, ""front_offset"": 33.915946829422154, ""hard_brake_duration"": 1.1084397293724264, ""hard_brake_strength"": 0.9396676183386015, ""recovery_speed"": 4.320643716684444, ""template_name"": ""straight_follow"", ""trigger_distance"": 20.19780874696243}",4,4.pth,2,DynamicObjectCrossing,1,scenario_01,25,102673,straight_follow
hard_brake,25,"{""behavior_type"": ""hard_brake"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 10.98377334395093, ""front_offset"": 32.128428377787905, ""hard_brake_duration"": 1.505609060609364, ""hard_brake_strength"": 0.8228053013148008, ""recovery_speed"": 5.6893676277841285, ""template_name"": ""straight_follow"", ""trigger_distance"": 17.272701513840904}",5,5.pth,2,DynamicObjectCrossing,1,scenario_01,26,102674,straight_follow
hard_brake,26,"{""behavior_type"": ""hard_brake"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 14.73851219304694, ""front_offset"": 37.48625075238113, ""hard_brake_duration"": 1.2873869996658047, ""hard_brake_strength"": 0.8259003666191673, ""recovery_speed"": 5.5646718229873855, ""template_name"": ""straight_follow"", ""trigger_distance"": 18.501987480305928}",6,6.pth,2,DynamicObjectCrossing,1,scenario_01,27,102675,straight_follow
hard_brake,27,"{""behavior_type"": ""hard_brake"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 15.372647929460136, ""front_offset"": 39.48149096006355, ""hard_brake_duration"": 1.8719811346075461, ""hard_brake_strength"": 0.9213009079008508, ""recovery_speed"": 5.111525599792236, ""template_name"": ""straight_follow"", ""trigger_distance"": 19.72378440818753}",7,7.pth,2,DynamicObjectCrossing,1,scenario_01,28,102676,straight_follow
hard_brake,28,"{""behavior_type"": ""hard_brake"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 16.016499717662086, ""front_offset"": 39.98733526066582, ""hard_brake_duration"": 2.0830500187294976, ""hard_brake_strength"": 0.8779346722307507, ""recovery_speed"": 5.166976946031624, ""template_name"": ""straight_follow"", ""trigger_distance"": 20.958267651419025}",8,8.pth,2,DynamicObjectCrossing,1,scenario_01,29,102677,straight_follow
hard_brake,29,"{""behavior_type"": ""hard_brake"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 13.768162370123822, ""front_offset"": 34.27975530528926, ""hard_brake_duration"": 1.9737470830480728, ""hard_brake_strength"": 0.9337130369096562, ""recovery_speed"": 4.519730738103899, ""template_name"": ""straight_follow"", ""trigger_distance"": 22.34615326523873}",9,9.pth,2,DynamicObjectCrossing,1,scenario_01,30,102678,straight_follow
passing,30,"{""behavior_type"": ""passing"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""passing_gap"": 23.680120015422077, ""slow_front_offset"": 32.88202378546559, ""slow_front_speed"": 4.687306667323469, ""target_lane"": 0, ""target_lane_front_offset"": 56.56214380088767, ""target_lane_front_speed"": 10.796906567701425, ""template_name"": ""passing""}",0,0.pth,3,DynamicObjectCrossing,1,scenario_01,31,103669,passing
passing,31,"{""behavior_type"": ""passing"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""passing_gap"": 18.356309277398996, ""slow_front_offset"": 28.648882598647308, ""slow_front_speed"": 4.662168544591339, ""target_lane"": 0, ""target_lane_front_offset"": 47.005191876046304, ""target_lane_front_speed"": 13.523947583778902, ""template_name"": ""passing""}",1,1.pth,3,DynamicObjectCrossing,1,scenario_01,32,103670,passing
passing,32,"{""behavior_type"": ""passing"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""passing_gap"": 21.849187491408934, ""slow_front_offset"": 28.89555031028174, ""slow_front_speed"": 5.629613286159156, ""target_lane"": 0, ""target_lane_front_offset"": 50.744737801690675, ""target_lane_front_speed"": 9.29848181802738, ""template_name"": ""passing""}",2,2.pth,3,DynamicObjectCrossing,1,scenario_01,33,103671,passing
passing,33,"{""behavior_type"": ""passing"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""passing_gap"": 19.636777519716645, ""slow_front_offset"": 30.120040982479736, ""slow_front_speed"": 5.7998674481180315, ""target_lane"": 0, ""target_lane_front_offset"": 49.75681850219638, ""target_lane_front_speed"": 13.33686666769036, ""template_name"": ""passing""}",3,3.pth,3,DynamicObjectCrossing,1,scenario_01,34,103672,passing
passing,34,"{""behavior_type"": ""passing"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""passing_gap"": 22.544662784663913, ""slow_front_offset"": 31.173497341667243, ""slow_front_speed"": 6.793589115300335, ""target_lane"": 0, ""target_lane_front_offset"": 53.718160126331156, ""target_lane_front_speed"": 14.782794811921882, ""template_name"": ""passing""}",4,4.pth,3,DynamicObjectCrossing,1,scenario_01,35,103673,passing
passing,35,"{""behavior_type"": ""passing"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""passing_gap"": 28.73642253553055, ""slow_front_offset"": 28.603683536959423, ""slow_front_speed"": 7.184126063201386, ""target_lane"": 0, ""target_lane_front_offset"": 57.340106072489974, ""target_lane_front_speed"": 10.347559546511953, ""template_name"": ""passing""}",5,5.pth,3,DynamicObjectCrossing,1,scenario_01,36,103674,passing
passing,36,"{""behavior_type"": ""passing"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""passing_gap"": 27.20988513269257, ""slow_front_offset"": 32.41877912053922, ""slow_front_speed"": 6.726857824732857, ""target_lane"": 0, ""target_lane_front_offset"": 59.62866425323179, ""target_lane_front_speed"": 9.576225610233916, ""template_name"": ""passing""}",6,6.pth,3,DynamicObjectCrossing,1,scenario_01,37,103675,passing
passing,37,"{""behavior_type"": ""passing"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""passing_gap"": 25.974512070249013, ""slow_front_offset"": 32.330735302240576, ""slow_front_speed"": 6.1541736993017935, ""target_lane"": 0, ""target_lane_front_offset"": 58.30524737248959, ""target_lane_front_speed"": 12.09018272069995, ""template_name"": ""passing""}",7,7.pth,3,DynamicObjectCrossing,1,scenario_01,38,103676,passing
passing,38,"{""behavior_type"": ""passing"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""passing_gap"": 25.082120314365152, ""slow_front_offset"": 29.609364784621558, ""slow_front_speed"": 7.255883189550748, ""target_lane"": 0, ""target_lane_front_offset"": 54.69148509898671, ""target_lane_front_speed"": 14.746520951046879, ""template_name"": ""passing""}",8,8.pth,3,DynamicObjectCrossing,1,scenario_01,39,103677,passing
passing,39,"{""behavior_type"": ""passing"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""passing_gap"": 31.70558558394572, ""slow_front_offset"": 28.37864859847349, ""slow_front_speed"": 6.9848470130473554, ""target_lane"": 0, ""target_lane_front_offset"": 60.08423418241921, ""target_lane_front_speed"": 9.712796727291256, ""template_name"": ""passing""}",9,9.pth,3,DynamicObjectCrossing,1,scenario_01,40,103678,passing
sudden_decel,40,"{""behavior_type"": ""sudden_decel"", ""decel_target_speed"": 2.3980588519091595, ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 11.897987848548674, ""front_offset"": 20.056641545967103, ""template_name"": ""straight_follow"", ""trigger_distance"": 18.382879995687407}",0,0.pth,0,VehicleTurningRoute,2,scenario_02,41,200669,straight_follow
sudden_decel,41,"{""behavior_type"": ""sudden_decel"", ""decel_target_speed"": 3.1255154721391465, ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 10.558228280477117, ""front_offset"": 24.46895879046874, ""template_name"": ""straight_follow"", ""trigger_distance"": 18.32896836990564}",1,1.pth,0,VehicleTurningRoute,2,scenario_02,42,200670,straight_follow
sudden_decel,42,"{""behavior_type"": ""sudden_decel"", ""decel_target_speed"": 5.178441710188814, ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 13.73087775330098, ""front_offset"": 22.030327124207194, ""template_name"": ""straight_follow"", ""trigger_distance"": 17.81928705188126}",2,2.pth,0,VehicleTurningRoute,2,scenario_02,43,200671,straight_follow
sudden_decel,43,"{""behavior_type"": ""sudden_decel"", ""decel_target_speed"": 3.8761720679925613, ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 14.180485501486439, ""front_offset"": 27.478370714791023, ""template_name"": ""straight_follow"", ""trigger_distance"": 16.62027914124583}",3,3.pth,0,VehicleTurningRoute,2,scenario_02,44,200672,straight_follow
sudden_decel,44,"{""behavior_type"": ""sudden_decel"", ""decel_target_speed"": 4.990004019878542, ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 13.202177169377546, ""front_offset"": 30.508499448339165, ""template_name"": ""straight_follow"", ""trigger_distance"": 17.430562123263304}",4,4.pth,0,VehicleTurningRoute,2,scenario_02,45,200673,straight_follow
sudden_decel,45,"{""behavior_type"": ""sudden_decel"", ""decel_target_speed"": 4.177907920961124, ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 15.491807867233181, ""front_offset"": 27.68931908966043, ""template_name"": ""straight_follow"", ""trigger_distance"": 12.199264843957895}",5,5.pth,0,VehicleTurningRoute,2,scenario_02,46,200674,straight_follow
sudden_decel,46,"{""behavior_type"": ""sudden_decel"", ""decel_target_speed"": 5.674004766197326, ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 13.489830331097403, ""front_offset"": 31.832648236564587, ""template_name"": ""straight_follow"", ""trigger_distance"": 16.15458876563276}",6,6.pth,0,VehicleTurningRoute,2,scenario_02,47,200675,straight_follow
sudden_decel,47,"{""behavior_type"": ""sudden_decel"", ""decel_target_speed"": 4.337035256097767, ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 10.976920698401287, ""front_offset"": 28.392171761560974, ""template_name"": ""straight_follow"", ""trigger_distance"": 13.460988896629644}",7,7.pth,0,VehicleTurningRoute,2,scenario_02,48,200676,straight_follow
sudden_decel,48,"{""behavior_type"": ""sudden_decel"", ""decel_target_speed"": 3.983015269975907, ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 15.883703998135012, ""front_offset"": 28.878509341967572, ""template_name"": ""straight_follow"", ""trigger_distance"": 15.23378316327147}",8,8.pth,0,VehicleTurningRoute,2,scenario_02,49,200677,straight_follow
sudden_decel,49,"{""behavior_type"": ""sudden_decel"", ""decel_target_speed"": 4.751272802115759, ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 12.191052807302873, ""front_offset"": 32.12170696414895, ""template_name"": ""straight_follow"", ""trigger_distance"": 18.313561457634577}",9,9.pth,0,VehicleTurningRoute,2,scenario_02,50,200678,straight_follow
speed_oscillation,50,"{""behavior_type"": ""speed_oscillation"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 12.649929731556826, ""front_offset"": 26.71470421583391, ""oscillation_amplitude"": 2.9488916471584217, ""oscillation_base_speed"": 6.4570937867170155, ""oscillation_period"": 3.670431439703772, ""template_name"": ""straight_follow"", ""trigger_distance"": 20.21733757363829}",0,0.pth,1,VehicleTurningRoute,2,scenario_02,51,201669,straight_follow
speed_oscillation,51,"{""behavior_type"": ""speed_oscillation"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 12.013513334668758, ""front_offset"": 28.723315768611435, ""oscillation_amplitude"": 2.6014479501727052, ""oscillation_base_speed"": 8.268615236668516, ""oscillation_period"": 2.7362738924800034, ""template_name"": ""straight_follow"", ""trigger_distance"": 20.338639582239914}",1,1.pth,1,VehicleTurningRoute,2,scenario_02,52,201670,straight_follow
speed_oscillation,52,"{""behavior_type"": ""speed_oscillation"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 14.256959287622706, ""front_offset"": 27.360079903398123, ""oscillation_amplitude"": 2.912972920626146, ""oscillation_base_speed"": 10.247445290738277, ""oscillation_period"": 3.332058915111098, ""template_name"": ""straight_follow"", ""trigger_distance"": 16.160196173991874}",2,2.pth,1,VehicleTurningRoute,2,scenario_02,53,201671,straight_follow
speed_oscillation,53,"{""behavior_type"": ""speed_oscillation"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 12.206478558990712, ""front_offset"": 31.148632275976055, ""oscillation_amplitude"": 2.739766616835043, ""oscillation_base_speed"": 8.615989116311363, ""oscillation_period"": 3.193085804253851, ""template_name"": ""straight_follow"", ""trigger_distance"": 19.154369728882735}",3,3.pth,1,VehicleTurningRoute,2,scenario_02,54,201672,straight_follow
speed_oscillation,54,"{""behavior_type"": ""speed_oscillation"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 15.286662511993981, ""front_offset"": 31.14864010982584, ""oscillation_amplitude"": 4.300189533216024, ""oscillation_base_speed"": 10.127677560652797, ""oscillation_period"": 3.6374000133038207, ""template_name"": ""straight_follow"", ""trigger_distance"": 19.786599662182375}",4,4.pth,1,VehicleTurningRoute,2,scenario_02,55,201673,straight_follow
speed_oscillation,55,"{""behavior_type"": ""speed_oscillation"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 14.398283763729095, ""front_offset"": 34.29499141989256, ""oscillation_amplitude"": 3.3622995411577117, ""oscillation_base_speed"": 7.897804349651883, ""oscillation_period"": 2.680119772040066, ""template_name"": ""straight_follow"", ""trigger_distance"": 14.154875768785711}",5,5.pth,1,VehicleTurningRoute,2,scenario_02,56,201674,straight_follow
speed_oscillation,56,"{""behavior_type"": ""speed_oscillation"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 15.858267098395437, ""front_offset"": 31.38512054732002, ""oscillation_amplitude"": 3.665355996615107, ""oscillation_base_speed"": 11.258761988351923, ""oscillation_period"": 2.2910747719924247, ""template_name"": ""straight_follow"", ""trigger_distance"": 17.6836748202412}",6,6.pth,1,VehicleTurningRoute,2,scenario_02,57,201675,straight_follow
speed_oscillation,57,"{""behavior_type"": ""speed_oscillation"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 16.16390850468703, ""front_offset"": 35.21965162763057, ""oscillation_amplitude"": 3.5139263747127805, ""oscillation_base_speed"": 11.471953850347909, ""oscillation_period"": 3.7237160012954322, ""template_name"": ""straight_follow"", ""trigger_distance"": 19.55501304020593}",7,7.pth,1,VehicleTurningRoute,2,scenario_02,58,201676,straight_follow
speed_oscillation,58,"{""behavior_type"": ""speed_oscillation"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 10.717482342003722, ""front_offset"": 30.04987257784758, ""oscillation_amplitude"": 3.7404310695967746, ""oscillation_base_speed"": 10.152948803895251, ""oscillation_period"": 2.9595053262914437, ""template_name"": ""straight_follow"", ""trigger_distance"": 17.374247501728583}",8,8.pth,1,VehicleTurningRoute,2,scenario_02,59,201677,straight_follow
speed_oscillation,59,"{""behavior_type"": ""speed_oscillation"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 15.263996584610203, ""front_offset"": 36.798967651439284, ""oscillation_amplitude"": 2.8401068021428655, ""oscillation_base_speed"": 9.045343128786865, ""oscillation_period"": 2.886142274752415, ""template_name"": ""straight_follow"", ""trigger_distance"": 17.84365275934736}",9,9.pth,1,VehicleTurningRoute,2,scenario_02,60,201678,straight_follow
hard_brake,60,"{""behavior_type"": ""hard_brake"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 11.321898590310074, ""front_offset"": 26.06700489516263, ""hard_brake_duration"": 0.7817015310884484, ""hard_brake_strength"": 0.7412330492663587, ""recovery_speed"": 5.481144884976684, ""template_name"": ""straight_follow"", ""trigger_distance"": 22.79972154182815}",0,0.pth,2,VehicleTurningRoute,2,scenario_02,61,202669,straight_follow
hard_brake,61,"{""behavior_type"": ""hard_brake"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 13.706468016485612, ""front_offset"": 29.998444258715786, ""hard_brake_duration"": 1.3293405543004004, ""hard_brake_strength"": 0.8331839347225227, ""recovery_speed"": 3.337139112465497, ""template_name"": ""straight_follow"", ""trigger_distance"": 18.949336904130142}",1,1.pth,2,VehicleTurningRoute,2,scenario_02,62,202670,straight_follow
hard_brake,62,"{""behavior_type"": ""hard_brake"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 14.859475372660283, ""front_offset"": 28.834205796189526, ""hard_brake_duration"": 1.2270132476643392, ""hard_brake_strength"": 0.8043594021572051, ""recovery_speed"": 3.0160101351053843, ""template_name"": ""straight_follow"", ""trigger_distance"": 20.5378886931661}",2,2.pth,2,VehicleTurningRoute,2,scenario_02,63,202671,straight_follow
hard_brake,63,"{""behavior_type"": ""hard_brake"", ""ego_lane"": 1, ""ego_speed"": 18.0, ""front_initial_speed"": 15.509046353319073, ""front_offset"": 32.33687307249804, ""hard_brake_duration"": 1.0268308975080478, ""hard_brake_strength"": 0.8417257405811821, ""recovery_speed"": 3.2485689588728768, ""template_name"": ""straight_follow"", ""trigger_distance"": 17.02672857435652}",3,3.pth,2,VehicleTurningRoute,2,scenario_02,64,202672,straight_follow
